run_id,track,task,condition,run_num,input_tokens,output_tokens,cache_creation_tokens,cache_read_tokens,total_input_tokens,effective_input_tokens,num_turns,num_iterations,duration_ms,duration_api_ms,cost_usd,model,stop_reason,result_length,session_id,is_error,tool_calls,total_tool_calls,used_agent,wall_clock_sec,file,level,num_chunks,ordering,chunks_present
git-rebase-merge_caveman_007,B,git-rebase-merge,caveman,7,3,452,6403,11636,18042,9170.35,1,1,11987,11922,0.03429105,claude-sonnet-4-6,end_turn,1482,8481e39b-5468-49ee-b58b-69b1a4d4aaad,False,{},0,False,13.73,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_b/git-rebase-merge_caveman_007.json,,,,
git-rebase-merge_caveman_008,B,git-rebase-merge,caveman,8,3,422,6403,11636,18042,9170.35,1,1,9788,9724,0.03384105,claude-sonnet-4-6,end_turn,1294,ea7315e3-e97c-4917-9fee-6235241c5624,False,{},0,False,11.39,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_b/git-rebase-merge_caveman_008.json,,,,
git-rebase-merge_caveman_009,B,git-rebase-merge,caveman,9,3,445,6403,11636,18042,9170.35,1,1,10826,10770,0.034186049999999996,claude-sonnet-4-6,end_turn,1376,d550baf7-459a-49a1-a46f-4c2a65e479e7,False,{},0,False,12.41,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_b/git-rebase-merge_caveman_009.json,,,,
git-rebase-merge_caveman_010,B,git-rebase-merge,caveman,10,3,462,0,18039,18042,1806.9,1,1,20835,20776,0.0123507,claude-sonnet-4-6,end_turn,1426,7450c7c0-f4c2-419f-bf3e-ef5ee97b1a7c,False,{},0,False,22.18,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_b/git-rebase-merge_caveman_010.json,,,,
git-rebase-merge_caveman_011,B,git-rebase-merge,caveman,11,3,423,6403,11636,18042,9170.35,1,1,9276,9216,0.03385605,claude-sonnet-4-6,end_turn,1193,232f1698-19dd-4c06-bf48-cf9498a27561,False,{},0,False,11.0,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_b/git-rebase-merge_caveman_011.json,,,,
git-rebase-merge_caveman_012,B,git-rebase-merge,caveman,12,3,392,6403,11636,18042,9170.35,1,1,9693,9641,0.03339105,claude-sonnet-4-6,end_turn,1223,9f2fccdc-3731-4280-85c5-540d945dff76,False,{},0,False,11.32,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_b/git-rebase-merge_caveman_012.json,,,,
git-rebase-merge_caveman_013,B,git-rebase-merge,caveman,13,3,437,6403,11636,18042,9170.35,1,1,12251,12196,0.03406605,claude-sonnet-4-6,end_turn,1479,248afbe7-cac2-4f03-a250-77f085765847,False,{},0,False,13.96,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_b/git-rebase-merge_caveman_013.json,,,,
git-rebase-merge_caveman_014,B,git-rebase-merge,caveman,14,3,413,0,18039,18042,1806.9,1,1,11112,11058,0.0116157,claude-sonnet-4-6,end_turn,1259,acc8b8d1-3211-4844-8e3e-79c2477f27f3,False,{},0,False,12.71,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_b/git-rebase-merge_caveman_014.json,,,,
git-rebase-merge_caveman_015,B,git-rebase-merge,caveman,15,3,426,6403,11636,18042,9170.35,1,1,10419,10353,0.03390105,claude-sonnet-4-6,end_turn,1339,5da3178c-45ca-44b3-8917-4451c53cdeec,False,{},0,False,12.06,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_b/git-rebase-merge_caveman_015.json,,,,
microservices-monolith_baseline_001,B,microservices-monolith,baseline,1,3,519,5417,11636,17056,7937.85,1,1,14205,16517,0.03206755,claude-sonnet-4-6,end_turn,1960,3a571e6f-5963-44f7-971f-0637afc79bce,False,{},0,False,16.04,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_b/microservices-monolith_baseline_001.json,,,,
microservices-monolith_baseline_002,B,microservices-monolith,baseline,2,3,519,5417,11636,17056,7937.85,1,1,14320,15399,0.03206255,claude-sonnet-4-6,end_turn,1993,abc09d10-4579-4895-862e-e3095063e8b3,False,{},0,False,15.86,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_b/microservices-monolith_baseline_002.json,,,,
microservices-monolith_baseline_003,B,microservices-monolith,baseline,3,3,454,5417,11636,17056,7937.85,1,1,12304,13396,0.03109255,claude-sonnet-4-6,end_turn,1897,0b568ae8-1991-46a9-ab8f-2325b981d3c1,False,{},0,False,14.06,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_b/microservices-monolith_baseline_003.json,,,,
microservices-monolith_baseline_004,B,microservices-monolith,baseline,4,3,580,0,17053,17056,1708.3000000000002,1,1,15426,16926,0.0142889,claude-sonnet-4-6,end_turn,2294,623a5fc6-3b8c-4406-99e1-8c946c91c81f,False,{},0,False,16.78,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_b/microservices-monolith_baseline_004.json,,,,
microservices-monolith_baseline_005,B,microservices-monolith,baseline,5,3,486,0,17053,17056,1708.3000000000002,1,1,12059,13500,0.0128839,claude-sonnet-4-6,end_turn,1869,f740cfcd-1c6c-4904-a8d3-9fae1c580368,False,{},0,False,13.64,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_b/microservices-monolith_baseline_005.json,,,,
microservices-monolith_baseline_006,B,microservices-monolith,baseline,6,3,500,5424,11636,17063,7946.6,1,1,14366,15653,0.0318088,claude-sonnet-4-6,end_turn,2075,26d2bc60-9169-4f86-b732-5834ec5d49fb,False,{},0,False,16.03,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_b/microservices-monolith_baseline_006.json,,,,
microservices-monolith_baseline_007,B,microservices-monolith,baseline,7,3,627,5424,11636,17063,7946.6,1,1,15765,17289,0.033708800000000004,claude-sonnet-4-6,end_turn,2444,566d92ff-7c1b-4f2f-9038-fa9c86a08016,False,{},0,False,17.23,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_b/microservices-monolith_baseline_007.json,,,,
microservices-monolith_baseline_008,B,microservices-monolith,baseline,8,3,542,5424,11636,17063,7946.6,1,1,14695,16239,0.0324388,claude-sonnet-4-6,end_turn,2096,4e5fcf20-72e5-4e15-a1cf-b7caa2ff20a5,False,{},0,False,16.48,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_b/microservices-monolith_baseline_008.json,,,,
microservices-monolith_baseline_009,B,microservices-monolith,baseline,9,3,489,0,17060,17063,1709.0,1,1,12544,13633,0.012931,claude-sonnet-4-6,end_turn,1848,1ede2cf2-fabf-4fdd-8bbf-9d6ea6d952b2,False,{},0,False,14.17,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_b/microservices-monolith_baseline_009.json,,,,
microservices-monolith_baseline_010,B,microservices-monolith,baseline,10,3,603,0,17060,17063,1709.0,1,1,13998,15272,0.014636,claude-sonnet-4-6,end_turn,2358,89e1e0c1-a6d5-4df1-82f6-47b685369b17,False,{},0,False,15.64,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_b/microservices-monolith_baseline_010.json,,,,
microservices-monolith_baseline_011,B,microservices-monolith,baseline,11,3,466,0,17060,17063,1709.0,1,1,12524,13778,0.012580999999999998,claude-sonnet-4-6,end_turn,1883,14138cdd-5f07-4a01-a1d1-7cec5d5692a7,False,{},0,False,14.11,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_b/microservices-monolith_baseline_011.json,,,,
microservices-monolith_baseline_012,B,microservices-monolith,baseline,12,3,527,0,17060,17063,1709.0,1,1,14245,15465,0.013501,claude-sonnet-4-6,end_turn,2219,a5214ebe-d870-4c9e-af70-47ab4362bd39,False,{},0,False,15.86,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_b/microservices-monolith_baseline_012.json,,,,
microservices-monolith_baseline_013,B,microservices-monolith,baseline,13,3,500,0,17060,17063,1709.0,1,1,12251,13671,0.013090999999999998,claude-sonnet-4-6,end_turn,1903,29c1efe5-a15e-4066-b0cf-686199cd167a,False,{},0,False,14.02,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_b/microservices-monolith_baseline_013.json,,,,
microservices-monolith_baseline_014,B,microservices-monolith,baseline,14,3,490,0,17060,17063,1709.0,1,1,17793,19424,0.012946,claude-sonnet-4-6,end_turn,1986,f37e631b-1805-4e96-85c7-8d872a1cbbae,False,{},0,False,19.21,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_b/microservices-monolith_baseline_014.json,,,,
microservices-monolith_baseline_015,B,microservices-monolith,baseline,15,3,543,0,17060,17063,1709.0,1,1,13462,14433,0.013735999999999998,claude-sonnet-4-6,end_turn,2093,1210a64e-80d6-43fa-9ab3-fd6e9c71ccb7,False,{},0,False,15.18,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_b/microservices-monolith_baseline_015.json,,,,
microservices-monolith_caveman_001,B,microservices-monolith,caveman,1,3,462,6406,11636,18045,9174.1,1,1,12140,12087,0.034452300000000005,claude-sonnet-4-6,end_turn,1644,32d7ffc3-aa45-4976-b587-4c72f27b319d,False,{},0,False,13.72,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_b/microservices-monolith_caveman_001.json,,,,
microservices-monolith_caveman_002,B,microservices-monolith,caveman,2,3,465,6406,11636,18045,9174.1,1,1,14463,14401,0.0344973,claude-sonnet-4-6,end_turn,1779,3d675cfb-e96a-4fe3-9d69-8a6864775518,False,{},0,False,16.01,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_b/microservices-monolith_caveman_002.json,,,,
microservices-monolith_caveman_003,B,microservices-monolith,caveman,3,3,439,6406,11636,18045,9174.1,1,1,11832,11780,0.0341073,claude-sonnet-4-6,end_turn,1572,2354ca2d-b4cb-4707-958a-f1a14d7b6c2d,False,{},0,False,13.41,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_b/microservices-monolith_caveman_003.json,,,,
microservices-monolith_caveman_004,B,microservices-monolith,caveman,4,3,479,6406,11636,18045,9174.1,1,1,11920,11871,0.0347073,claude-sonnet-4-6,end_turn,1660,eaef7875-07d9-4b38-b0b4-2e56eb4bcebd,False,{},0,False,13.57,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_b/microservices-monolith_caveman_004.json,,,,
microservices-monolith_caveman_005,B,microservices-monolith,caveman,5,3,408,6406,11636,18045,9174.1,1,1,11471,11412,0.0336423,claude-sonnet-4-6,end_turn,1499,da4e1e8a-7299-4f6e-9244-f80e5e654888,False,{},0,False,13.08,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_b/microservices-monolith_caveman_005.json,,,,
microservices-monolith_caveman_006,B,microservices-monolith,caveman,6,3,469,6413,11636,18052,9182.85,1,1,12768,12708,0.034583550000000005,claude-sonnet-4-6,end_turn,1641,93d5da5b-ea87-4240-b297-8f2f361efc4c,False,{},0,False,14.46,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_b/microservices-monolith_caveman_006.json,,,,
microservices-monolith_caveman_007,B,microservices-monolith,caveman,7,3,461,6413,11636,18052,9182.85,1,1,13144,13090,0.03446355,claude-sonnet-4-6,end_turn,1678,5de55a00-2857-452b-b0dc-2bbabf470c89,False,{},0,False,14.73,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_b/microservices-monolith_caveman_007.json,,,,
microservices-monolith_caveman_008,B,microservices-monolith,caveman,8,3,389,6413,11636,18052,9182.85,1,1,15235,15179,0.03338355,claude-sonnet-4-6,end_turn,1377,50e44155-5e01-48b6-b3ca-784b0379c955,False,{},0,False,16.74,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_b/microservices-monolith_caveman_008.json,,,,
microservices-monolith_caveman_009,B,microservices-monolith,caveman,9,3,511,6413,11636,18052,9182.85,1,1,13297,13243,0.035213549999999996,claude-sonnet-4-6,end_turn,1826,70a63fae-fd77-4f8b-99a7-8b1fe0f66a4c,False,{},0,False,14.88,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_b/microservices-monolith_caveman_009.json,,,,
microservices-monolith_caveman_010,B,microservices-monolith,caveman,10,3,428,6413,11636,18052,9182.85,1,1,14174,14121,0.03396855,claude-sonnet-4-6,end_turn,1637,bad62ec2-35f9-461d-ac2d-5d33a2355691,False,{},0,False,15.89,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_b/microservices-monolith_caveman_010.json,,,,
microservices-monolith_caveman_011,B,microservices-monolith,caveman,11,3,431,6413,11636,18052,9182.85,1,1,10966,10909,0.034013550000000004,claude-sonnet-4-6,end_turn,1537,8344b469-bf44-4c5a-974e-09fa30413a3d,False,{},0,False,12.5,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_b/microservices-monolith_caveman_011.json,,,,
microservices-monolith_caveman_012,B,microservices-monolith,caveman,12,3,394,0,18049,18052,1807.9,1,1,14912,14861,0.011333699999999999,claude-sonnet-4-6,end_turn,1392,1fbdd6f1-e337-434b-9825-eb3ded6f6e32,False,{},0,False,16.25,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_b/microservices-monolith_caveman_012.json,,,,
microservices-monolith_caveman_013,B,microservices-monolith,caveman,13,3,531,0,18049,18052,1807.9,1,1,12938,12878,0.0133887,claude-sonnet-4-6,end_turn,1965,06a45857-5639-418e-973d-c40ce40156ec,False,{},0,False,14.58,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_b/microservices-monolith_caveman_013.json,,,,
microservices-monolith_caveman_014,B,microservices-monolith,caveman,14,3,438,6413,11636,18052,9182.85,1,1,13513,13457,0.03411855,claude-sonnet-4-6,end_turn,1659,fde6d888-97f7-443b-a607-16df80f5497f,False,{},0,False,15.14,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_b/microservices-monolith_caveman_014.json,,,,
microservices-monolith_caveman_015,B,microservices-monolith,caveman,15,3,434,0,18049,18052,1807.9,1,1,11444,11391,0.011933699999999998,claude-sonnet-4-6,end_turn,1627,129ed100-ec15-4750-808e-17fe82ea08cb,False,{},0,False,13.02,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_b/microservices-monolith_caveman_015.json,,,,
postgres-pool_baseline_001,B,postgres-pool,baseline,1,3,650,5403,11636,17042,7920.35,1,1,11769,13235,0.03396105,claude-sonnet-4-6,end_turn,2161,2ddc1daa-01db-4527-9d30-c45a34a1d613,False,{},0,False,13.69,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_b/postgres-pool_baseline_001.json,,,,
postgres-pool_baseline_002,B,postgres-pool,baseline,2,3,747,0,17039,17042,1706.9,1,1,11397,12947,0.0167757,claude-sonnet-4-6,end_turn,2353,b09f2e52-7f59-4dc0-9d40-645d006fc720,False,{},0,False,13.01,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_b/postgres-pool_baseline_002.json,,,,
postgres-pool_baseline_003,B,postgres-pool,baseline,3,3,680,0,17039,17042,1706.9,1,1,11868,12988,0.0157707,claude-sonnet-4-6,end_turn,2156,d7c4e4a1-6764-4bdd-8157-3f161316465b,False,{},0,False,13.48,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_b/postgres-pool_baseline_003.json,,,,
postgres-pool_baseline_004,B,postgres-pool,baseline,4,3,726,0,17039,17042,1706.9,1,1,13997,16159,0.016460699999999998,claude-sonnet-4-6,end_turn,2358,84454042-6f4a-46ae-9695-cd00e3c14a4e,False,{},0,False,15.66,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_b/postgres-pool_baseline_004.json,,,,
postgres-pool_baseline_005,B,postgres-pool,baseline,5,3,691,0,17039,17042,1706.9,1,1,15747,20999,0.015935699999999997,claude-sonnet-4-6,end_turn,2221,471903b2-9f82-404a-ad20-b7a53e8c12e8,False,{},0,False,17.08,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_b/postgres-pool_baseline_005.json,,,,
postgres-pool_baseline_006,B,postgres-pool,baseline,6,3,730,5410,11636,17049,7929.1,1,1,12091,13113,0.0351873,claude-sonnet-4-6,end_turn,2412,57ce3eef-0888-47b8-ac65-eeceba223f7c,False,{},0,False,13.91,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_b/postgres-pool_baseline_006.json,,,,
postgres-pool_baseline_007,B,postgres-pool,baseline,7,3,635,5410,11636,17049,7929.1,1,1,11062,12286,0.0337623,claude-sonnet-4-6,end_turn,2091,0c311b94-4208-4863-b6c2-60fe93851c96,False,{},0,False,12.68,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_b/postgres-pool_baseline_007.json,,,,
postgres-pool_baseline_008,B,postgres-pool,baseline,8,3,819,0,17046,17049,1707.6000000000001,1,1,13175,14449,0.017857799999999997,claude-sonnet-4-6,end_turn,2663,683a6f8a-fed4-457d-9d23-7e500a2c10ff,False,{},0,False,14.98,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_b/postgres-pool_baseline_008.json,,,,
postgres-pool_baseline_009,B,postgres-pool,baseline,9,3,745,0,17046,17049,1707.6000000000001,1,1,12573,14275,0.0167478,claude-sonnet-4-6,end_turn,2442,8702c3f9-8ef3-4480-bb90-fc8864d3d6f1,False,{},0,False,14.22,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_b/postgres-pool_baseline_009.json,,,,
postgres-pool_baseline_010,B,postgres-pool,baseline,10,3,796,0,17046,17049,1707.6000000000001,1,1,12653,13776,0.0175128,claude-sonnet-4-6,end_turn,2599,68683c17-dbb8-4f30-8c15-37118e98ab5e,False,{},0,False,14.21,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_b/postgres-pool_baseline_010.json,,,,
postgres-pool_baseline_011,B,postgres-pool,baseline,11,3,801,0,17046,17049,1707.6000000000001,1,1,12983,14078,0.017587799999999997,claude-sonnet-4-6,end_turn,2608,9ff68ab1-13fe-43ab-87fb-ff3186ba04b6,False,{},0,False,14.6,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_b/postgres-pool_baseline_011.json,,,,
postgres-pool_baseline_012,B,postgres-pool,baseline,12,3,784,0,17046,17049,1707.6000000000001,1,1,13237,14519,0.0173328,claude-sonnet-4-6,end_turn,2533,bb757bdd-a159-477b-b586-7304e5db6a61,False,{},0,False,14.83,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_b/postgres-pool_baseline_012.json,,,,
postgres-pool_baseline_013,B,postgres-pool,baseline,13,3,712,0,17046,17049,1707.6000000000001,1,1,12221,13106,0.016252799999999998,claude-sonnet-4-6,end_turn,2267,15566def-e0e5-4a30-aadb-acbe6fd912a7,False,{},0,False,14.23,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_b/postgres-pool_baseline_013.json,,,,
postgres-pool_baseline_014,B,postgres-pool,baseline,14,3,634,0,17046,17049,1707.6000000000001,1,1,11693,13366,0.015082800000000002,claude-sonnet-4-6,end_turn,2043,dd01246d-371a-48b3-8bcc-5c01c3b8ac93,False,{},0,False,13.37,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_b/postgres-pool_baseline_014.json,,,,
postgres-pool_baseline_015,B,postgres-pool,baseline,15,3,769,0,17046,17049,1707.6000000000001,1,1,13632,14679,0.0171078,claude-sonnet-4-6,end_turn,2471,975fd493-332b-48c8-bb70-1bc32b86f7b4,False,{},0,False,15.22,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_b/postgres-pool_baseline_015.json,,,,
postgres-pool_caveman_001,B,postgres-pool,caveman,1,3,498,6392,11636,18031,9156.6,1,1,9442,9386,0.0349398,claude-sonnet-4-6,end_turn,1511,1773c77b-1d0f-4b45-a0af-ab7f6bad7ea2,False,{},0,False,10.92,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_b/postgres-pool_caveman_001.json,,,,
postgres-pool_caveman_002,B,postgres-pool,caveman,2,3,728,6392,11636,18031,9156.6,1,1,11861,11801,0.0383898,claude-sonnet-4-6,end_turn,2356,bb21d62f-881c-4231-bc62-b7686893e94f,False,{},0,False,13.53,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_b/postgres-pool_caveman_002.json,,,,
postgres-pool_caveman_003,B,postgres-pool,caveman,3,3,730,6392,11636,18031,9156.6,1,1,12103,12046,0.038419800000000004,claude-sonnet-4-6,end_turn,2241,c3999dcb-9423-4c6b-a387-61e722690282,False,{},0,False,13.64,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_b/postgres-pool_caveman_003.json,,,,
postgres-pool_caveman_004,B,postgres-pool,caveman,4,3,668,6392,11636,18031,9156.6,1,1,11088,11026,0.037489800000000004,claude-sonnet-4-6,end_turn,2029,541f5010-0047-42dd-8cd9-5a8f49dc6c9d,False,{},0,False,13.0,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_b/postgres-pool_caveman_004.json,,,,
postgres-pool_caveman_005,B,postgres-pool,caveman,5,3,679,6392,11636,18031,9156.6,1,1,11734,11686,0.0376548,claude-sonnet-4-6,end_turn,2066,716927d6-da4b-4644-9a90-ca1b543c7966,False,{},0,False,13.48,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_b/postgres-pool_caveman_005.json,,,,
postgres-pool_caveman_006,B,postgres-pool,caveman,6,3,637,6399,11636,18038,9165.35,1,1,11819,11742,0.03705105,claude-sonnet-4-6,end_turn,2006,feaddb02-9950-4197-be69-50e820c15140,False,{},0,False,13.44,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_b/postgres-pool_caveman_006.json,,,,
postgres-pool_caveman_007,B,postgres-pool,caveman,7,3,736,6399,11636,18038,9165.35,1,1,19867,19811,0.03853605,claude-sonnet-4-6,end_turn,2211,1a51f458-6c9d-4779-bd06-43ed3b52e72f,False,{},0,False,21.32,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_b/postgres-pool_caveman_007.json,,,,
postgres-pool_caveman_008,B,postgres-pool,caveman,8,3,676,6399,11636,18038,9165.35,1,1,10724,10668,0.037636050000000004,claude-sonnet-4-6,end_turn,2134,5dbc0cee-33e3-42c5-a92a-5b520ba870fc,False,{},0,False,12.33,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_b/postgres-pool_caveman_008.json,,,,
postgres-pool_caveman_009,B,postgres-pool,caveman,9,3,533,6399,11636,18038,9165.35,1,1,10389,10329,0.03549105,claude-sonnet-4-6,end_turn,1653,4cda6a5a-d43d-4d0b-9411-efe2df1a4e3e,False,{},0,False,11.98,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_b/postgres-pool_caveman_009.json,,,,
postgres-pool_caveman_010,B,postgres-pool,caveman,10,3,659,6399,11636,18038,9165.35,1,1,10785,10728,0.03738105,claude-sonnet-4-6,end_turn,2011,1bcc46ca-18a2-44ea-990e-8d6d5e4b691b,False,{},0,False,12.35,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_b/postgres-pool_caveman_010.json,,,,
postgres-pool_caveman_011,B,postgres-pool,caveman,11,3,606,6399,11636,18038,9165.35,1,1,10819,10763,0.03658605,claude-sonnet-4-6,end_turn,1808,d86d995d-d33e-4da1-a3a8-18936e99409c,False,{},0,False,12.46,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_b/postgres-pool_caveman_011.json,,,,
postgres-pool_caveman_012,B,postgres-pool,caveman,12,3,707,6399,11636,18038,9165.35,1,1,12716,12655,0.03810105,claude-sonnet-4-6,end_turn,2203,75aaa5ba-727b-497e-b9fb-5856a8bfc08f,False,{},0,False,14.33,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_b/postgres-pool_caveman_012.json,,,,
postgres-pool_caveman_013,B,postgres-pool,caveman,13,3,656,0,18035,18038,1806.5,1,1,10853,10795,0.015259499999999999,claude-sonnet-4-6,end_turn,1997,a1dc9cb9-ca9f-4eed-aaa9-ee52a3279f5a,False,{},0,False,12.47,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_b/postgres-pool_caveman_013.json,,,,
postgres-pool_caveman_014,B,postgres-pool,caveman,14,3,684,0,18035,18038,1806.5,1,1,10912,10852,0.0156795,claude-sonnet-4-6,end_turn,1968,272b19cb-cd12-4864-aae9-ea8e4bed88ce,False,{},0,False,12.5,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_b/postgres-pool_caveman_014.json,,,,
postgres-pool_caveman_015,B,postgres-pool,caveman,15,3,727,6399,11636,18038,9165.35,1,1,12903,12842,0.03840105,claude-sonnet-4-6,end_turn,2293,e8405ddf-3ae3-4bb1-bff1-dc262b45346d,False,{},0,False,14.5,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_b/postgres-pool_caveman_015.json,,,,
pr-security-review_baseline_001,B,pr-security-review,baseline,1,3,563,5449,11636,17088,7977.85,1,1,8983,10900,0.03285955000000001,claude-sonnet-4-6,end_turn,1677,15a4b76c-9efb-4377-990b-3ce72c88ad24,False,{},0,False,10.64,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_b/pr-security-review_baseline_001.json,,,,
pr-security-review_baseline_002,B,pr-security-review,baseline,2,3,595,5449,11636,17088,7977.85,1,1,10069,11560,0.03333955,claude-sonnet-4-6,end_turn,1781,17a13957-1e63-41ea-a079-84a32984c59a,False,{},0,False,11.65,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_b/pr-security-review_baseline_002.json,,,,
pr-security-review_baseline_003,B,pr-security-review,baseline,3,3,521,0,17085,17088,1711.5,1,1,9683,11722,0.0134355,claude-sonnet-4-6,end_turn,1652,73b23df8-8d85-4d1d-929d-276c473efd50,False,{},0,False,11.26,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_b/pr-security-review_baseline_003.json,,,,
pr-security-review_baseline_004,B,pr-security-review,baseline,4,3,497,0,17085,17088,1711.5,1,1,11544,12579,0.0130705,claude-sonnet-4-6,end_turn,1593,33d6e598-6e00-4616-96ef-1e364157d7f5,False,{},0,False,13.07,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_b/pr-security-review_baseline_004.json,,,,
pr-security-review_baseline_005,B,pr-security-review,baseline,5,3,668,0,17085,17088,1711.5,1,1,11535,12715,0.0156305,claude-sonnet-4-6,end_turn,2120,98326cb0-11f5-4928-b42f-fa04cbaffd2d,False,{},0,False,13.11,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_b/pr-security-review_baseline_005.json,,,,
pr-security-review_baseline_006,B,pr-security-review,baseline,6,3,656,5456,11636,17095,7986.6,1,1,11019,12910,0.0342808,claude-sonnet-4-6,end_turn,1989,a6a5b630-d072-459f-9308-0066500a2c76,False,{},0,False,12.56,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_b/pr-security-review_baseline_006.json,,,,
pr-security-review_baseline_007,B,pr-security-review,baseline,7,3,654,0,17092,17095,1712.2,1,1,10967,12787,0.0154276,claude-sonnet-4-6,end_turn,2070,c8936f75-c473-4aff-9dac-fd696c91e02e,False,{},0,False,12.5,/Users/ytchou/project/portfolio/projects/caveman-audit/outputs/runs/track_b/pr-security-review_baseline_007.json,,,,
